Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0,,,6.5,15,Heavy Iron Studios,E
Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,0.44,0.16,0.01,71,9,6,8,Magic Pockets,E
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0,0.03,0,75,45,7.5,82,Daedalic Entertainment,""
Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0.01,37,12,5.9,8,3DO,T
Agatha Christie's The ABC Murders,XOne,2016,Adventure,Microids,0.01,0,0,66,7,7.5,8,Microids,""
The X-Factor,PS3,2010,Misc,Deep Silver,0,0.1,0.03,,,,,"",""
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.02,72,31,8.3,25,Brownie Brown,E
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.13,93,46,8.5,121,Ubisoft Montreal,T
Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0,,,,,"",""
Tetris Attack,SNES,1995,Puzzle,Nintendo,0,0,0,,,,,"",""
Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0,0,0,,,,,"",""
Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0.09,76,23,7.3,18,"Luxoflux, Inc.",E10+
Blue Stinger,DC,1999,Adventure,Activision,0,0,0,,,,,"",""
F1 2011,PSV,2011,Racing,Codemasters,0.03,0.07,0.02,66,27,6.2,25,Codemasters,E
Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0.04,,,,,Blitz Games,E10+
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.13,88,13,,,EA Canada,E
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0,,,,,"",""
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0.02,78,16,7.1,7,Konami Computer Entertainment Hawaii,E
Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games,0,0.01,0,67,9,7.1,35,"Neon Studios, Kaiko",E10+
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0.34,0.23,0.06,,,,,"",""
Happy Dance Collection,Wii,2008,Misc,Namco Bandai Games,0,0,0,,,,,"",""
Capcom Classics Collection,XB,2005,Misc,Capcom,0.11,0.03,0.01,81,23,,,Digital Eclipse,T
Grandia II,PS2,2002,Role-Playing,Ubisoft,0.14,0.11,0.04,71,19,8.6,31,Game Arts,T
FIFA 17,PS4,2016,Sports,Electronic Arts,0.66,5.75,1.11,85,41,5,398,"EA Sports, EA Vancouver",E
Freestyle Metal X,XB,2003,Racing,Midway Games,0.02,0,0,,,,,"",""
MotoGP '07,X360,2007,Racing,THQ,0.23,0,0.02,78,20,7.3,11,"Climax Group, Climax Studios",E
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.03,0.07,0.02,44,39,3.7,59,"Namco Bandai Games, Cellius",E10+
Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0.31,75,11,5.5,1735,"Bungie Software, Bungie",T
The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0,79,20,,,Sega,T
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0.18,65,57,7.3,168,Rebellion,M
Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0,,,,,"",""
NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,0.18,0.12,0.02,69,9,,,989 Sports,E
Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,0.12,0,0.01,,,,,Sensory Sweep,E
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010,Action,Namco Bandai Games,0,0,0,,,,,"",""
Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,7.02,9.09,3.96,97,50,8.2,3994,Rockstar North,M
Tennis no Oji-Sama: Card Hunter,PS2,2007,Strategy,Konami Digital Entertainment,0,0,0,,,,,"",""
Lost Heroes 2,3DS,2015,Action,Namco Bandai Games,0,0,0,,,,,"",""
Backstreet Billiards,PS,1998,Misc,ASCII Entertainment,0.19,0.13,0.02,,,,,"",""
Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0,0,0,,,,,"",""
Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.07,78,26,8.9,53,Rare Ltd.,E
Maze Craze: A Game of Cops 'n Robbers,2600,,Action,Atari,0.42,0.02,0,,,,,"",""
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.14,0.11,0.04,75,13,,,SCEE London Studio,T
Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive,0.08,0.02,0,,,,,"",""
Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0,0,0,,,,,"",""
Yourself Fitness,XB,2004,Sports,responDESIGN,0.07,0.02,0,,,,,"",""
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,0.11,0.02,0.01,,,,,"",""
Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,0,,,,,"",""
Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0,0,,,,,"",""
Krazy Ivan,PS,1995,Simulation,Psygnosis,0.04,0.03,0,,,,,"",""
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0,76,10,5.1,475,High Voltage Software,M
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,Irem Software Engineering,0,0,0,,,,,"",""
Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0.02,75,13,7.7,15,Beenox,T
All-Star Baseball 2005,PS2,,Sports,Unknown,0.16,0.12,0.04,72,13,8.6,21,Acclaim,E
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0.01,79,9,7.3,65,Konami,E
Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment,0.02,0,0,,,,,Skyworks Technologies,T
Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0,94,32,8.7,121,Team Ninja,M
Vanquish,X360,2010,Shooter,Sega,0.19,0.16,0.04,84,70,8.4,182,PlatinumGames,M
Thunder Force VI,PS2,2008,Shooter,Sega,0,0,0,,,,,"",""
Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0.01,68,41,8.5,27,Just Add Monsters,T
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.05,,,,,"",""
Turok,PC,2008,Action,Touchstone,0,0.01,0,65,16,6.5,55,Propaganda Games,M
Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0,0,0,,,,,"",""
Crime Killer,PS,1998,Racing,Interplay,0.07,0.04,0.01,,,,,"",""
Ducati Moto,DS,2008,Racing,Vir2L Studios,0.02,0,0,69,4,,,4J Studios,E
NCAA Football 2001,PS,2000,Sports,Electronic Arts,0.39,0.26,0.05,,,,,"",""
Spirits & Spells,GC,2003,Platform,Wanadoo,0.01,0,0,,,,,"",""
Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0.35,78,11,7.8,17,EA Tiburon,E
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,0,0,0,,,,,"",""
NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0.06,,,,,"",""
Breath of Fire III,PS,1997,Role-Playing,Capcom,0.29,0.19,0.07,,,,,"",""
Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0,0,0,,,,,"",""
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0,49,18,7,4,Ratbag,E
RalliSport Challenge(JP sales),XB,2002,Racing,Microsoft Game Studios,0,0,0,,,,,"",""
Storm Lover 2nd,PSP,2013,Misc,D3Publisher,0,0,0,,,,,"",""
Aikatsu Stars! My Special Appeal,3DS,2016,Action,Namco Bandai Games,0,0,0,,,,,"",""
The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.43,0.2,0.03,81,30,9,15,Maxis,T
SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.13,0.04,77,56,6.2,124,Project Soul,T
LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,0.1,0.07,0.01,,,,,"",""
Gal*Gun,X360,2011,Shooter,Alchemist,0,0,0,,,,,"",""
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,0,,,,,"",""
TRON: Evolution,DS,2010,Action,Disney Interactive Studios,0.11,0.04,0.01,58,5,,,n-Space,E10+
Quake,N64,1998,Shooter,GT Interactive,0.15,0.04,0,,,,,"",""
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0,0.04,76,25,4.2,22,EA Tiburon,E
Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,0.21,76,28,9,222,Game Freak,E
Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory,0,0,0,,,,,"",""
Super R-Type,SNES,1991,Shooter,Nintendo,0,0,0,,,,,"",""
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0.02,81,18,9.3,12,Rainbow Studios,E
Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0.04,0.03,0.01,39,4,5.8,4,Toka,T
Big Hero 6: Battle in the Bay,3DS,2014,Action,GameMill Entertainment,0,0.01,0,,,,,"",""
Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.03,0,0.01,,,,,Voxler,T
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0.03,38,7,6.8,6,Eurocom Entertainment Software,T
Mobile Suit Gundam,SAT,1995,Action,Namco Bandai Games,0,0,0,,,,,"",""
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.01,,,,,"",""
Time Hollow,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.01,0,64,24,7.8,21,Tenky,T
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0,0,67,5,,,Activision,E10+
Dancing on Ice,DS,2010,Sports,Ghostlight,0,0.01,0,,,,,"",""
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0.02,74,33,8.7,25,SuperVillain Studios,T
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0.01,47,10,5.4,24,Hydravision,M
Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,0.27,0.02,0.02,45,4,,,Inti Creates,E10+
The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.1,0.04,0.01,,,,,"",""
Discovery Kids: Puppy Playtime,DS,2009,Simulation,505 Games,0.3,0,0.02,,,,,505 Games,E
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,0.09,0.03,0,63,7,,,Krome Studios,E
World of Zoo,Wii,2009,Simulation,THQ,0.4,0.15,0.05,,,8.2,6,Blue Fang Games,E
Mega Man X3,SNES,1995,Action,Laguna,0.04,0.01,0,,,,,"",""
Mahjong Cub3D,3DS,2011,Puzzle,Sunsoft,0.07,0,0,67,11,5.3,4,SunSoft,E
Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0,0.02,0,,,,,"",""
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.03,74,34,5.9,420,Day 1 Studios,M
Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0,0.02,0,,,,,"",""
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0,,,,,"",""
Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0,,,,,"",""
Killing Floor 2,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0.01,76,39,8,57,Tripwire Interactive,M
FlatOut: Ultimate Carnage,PC,2008,Racing,Empire Interactive,0,0.01,0,79,16,7.7,127,Bugbear,T
Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,Tecmo Koei,0,0,0,,,,,"",""
Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,Empire Interactive,0.05,0,0,58,15,7.3,12,Natsume,T
Smashing Drive,XB,2002,Racing,Namco Bandai Games,0.03,0.01,0,42,9,,,Namco,T
Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0,0,0,,,,,"",""
Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.73,2.56,0.91,73,29,2.6,2117,Infinity Ward,M
Book of Spells,PS3,2012,Action,Sony Computer Entertainment,0.14,0.39,0.15,,,,,"",""
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.01,49,47,5.2,31,Hudson Soft,E10+
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.03,76,26,7,4,Harmonix Music Systems,E
The BIGS,Wii,2007,Sports,Take-Two Interactive,0.34,0,0.03,66,15,7.1,14,Blue Castle Games,E
Silverlicious,DS,2012,Action,GameMill Entertainment,0.03,0,0,,,,,CokeM Interactive,E
One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,0,0.19,0.05,71,35,7.8,61,Omega Force,T
Final Fantasy Adventure,GB,1991,Role-Playing,SquareSoft,0,0,0,,,,,"",""
Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,0,0,0.07,,,,,"",""
Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0,0,0,,,,,"",""
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0,,,,,"",""
Saki: Zenkoku-hen,PSV,2015,Misc,Kaga Create,0,0,0,,,,,"",""
Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft,0.22,0,0.02,,,,,Y's K,E
Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,0.24,0.19,0.06,50,19,7.3,6,Melbourne House,T
World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.01,85,20,8.8,6,Blueshift,E
Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.01,,,,,"",""
Winter Sports 2011,Wii,2011,Sports,DTP Entertainment,0,0.06,0.01,,,,,DTP Entertainment,""
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0.02,,,5.4,14,The Sims Studio,T
My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0,,,,,"",""
The Great Escape,XB,2003,Action,SCi,0.05,0.01,0,55,24,,,Pivotal Games,T
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0,0,0,,,,,"",""
Final Fantasy I & II,NES,1994,Role-Playing,Square,0,0,0,,,,,"",""
Sally's Salon,DS,2008,Simulation,Capcom,0.12,0,0.01,,,,,Capcom,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0,0,0,,,,,"",""
Logic Machines,DS,2009,Puzzle,City Interactive,0.03,0,0,,,,,"",""
Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0.19,73,42,7.8,70,Rockstar San Diego,M
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.08,64,77,7.5,213,Level 5,T
All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0,,,,,"",""
Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,0.12,0.05,0.01,61,30,7.7,35,Omega Force,T
Spelling Challenges and more!,PSP,2007,Misc,Crave Entertainment,0.24,0,0.02,,,,,"",""
Front Mission,SNES,1995,Strategy,SquareSoft,0,0,0,,,,,"",""
DX Game of Life 2,PS,1997,Misc,Takara,0,0,0.02,,,,,"",""
Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0,0.03,0,,,,,"",""
Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0,66,10,,,Mistic Software,E
Madden Football 64,N64,1997,Sports,Electronic Arts,0.81,0.04,0.01,,,,,"",""
Family Feud Decades,Wii,2010,Misc,Ubisoft,0.15,0,0.01,,,,,Ludia,E10+
Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,Namco Bandai Games,0,0,0,,,,,"",""
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.15,0.17,81,36,5.8,179,EA Tiburon,E
Picross 3D 2,3DS,2015,Puzzle,Nintendo,0,0,0,,,,,"",""
Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0.07,81,30,,,EA Redwood Shores,E
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0.03,61,26,6.5,8,Ubisoft Montreal,T
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,Acclaim Entertainment,0.17,0.04,0.01,,,,,"",""
Descent,PS,1996,Shooter,Interplay,0.11,0.07,0.01,,,,,"",""
Need for Speed: Most Wanted,PSV,2012,Racing,Electronic Arts,0.33,0.45,0.22,,,,,"",""
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.94,0.48,0.15,69,8,6.8,6,Konami,E10+
NASCAR Unleashed,Wii,2011,Racing,Activision,0.17,0,0.01,,,,,Firebrand Games,E
Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0,,,,,"",""
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,THQ,0.21,0.16,0.05,,,,,"",""
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013,Adventure,5pb,0,0,0,,,,,"",""
Kakyuusei,SAT,1997,Strategy,Elf,0,0,0,,,,,"",""
LEGO Jurassic World,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.13,0.05,,,7.6,11,TT Games,E10+
Block Kuzushi,SNES,1995,Puzzle,Pow,0,0,0,,,,,"",""
Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.17,0.11,0.03,76,48,7.4,41,Eidos Interactive,T
Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,0,0,0,,,,,"",""
Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0,0.02,0,,,8.9,31,Various,M
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007,Sports,Konami Digital Entertainment,0,0,0,,,,,"",""
Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0,0,,,,,"",""
MySims SkyHeroes,DS,2010,Action,Electronic Arts,0.2,0.08,0.02,,,,,"",""
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0.04,86,41,8.6,184,Sucker Punch,E
NHL Legacy,X360,2015,Action,Electronic Arts,0.06,0,0.01,,,,,"",""
Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0.01,61,13,7.8,6,Climax Group,E
Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0,37,13,,,Atomic Planet Entertainment,T
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.06,0.07,0.01,49,12,4.1,106,Deep Silver Dambuster Studios,M
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.27,0.15,74,69,7.3,540,SuperBot Entertainment,T
The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,0.09,0,0.01,60,8,,,High Voltage Software,E10+
Avatar: The Game,PSP,2009,Action,Ubisoft,0.22,0.24,0.14,,,,,"",""
Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,Level 5,0,0.01,0,,,,,"",""
Cars: Race-O-Rama,PS2,2009,Racing,THQ,0.27,0.03,0.17,,,,,Incinerator Games,E
And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0,,,,,"",""
DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0,0,,,4.6,9,"PM Studios Inc., Pentavision Entertainment",E10+
Overlord,PC,2007,Strategy,Codemasters,0,0.02,0,81,27,8.1,220,Triumph Studios,T
Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,0.12,0,0.01,49,4,,,THQ,E
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,0.04,0.12,0.02,63,12,7.7,7,Deep Silver,E
Burning Rangers,SAT,1998,Platform,Sega,0,0,0,,,,,"",""
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,Takara,0,0,0,,,,,"",""
GoldenEye 007 (2010),DS,2010,Action,Activision,0.1,0.03,0.01,,,,,"",""
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0,0,0,,,,,"",""
Major League Baseball 2K9,PS3,2009,Sports,Spike,0.16,0,0.01,61,19,4,6,2K Sports,E
Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.18,0.02,0.01,,,,,Game Machine Studios,E
PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Namco Bandai Games,0.05,0.04,0.01,,,,,Inti Creates,E10+
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0,0,69,23,7.7,21,Success,E10+
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,2000,Sports,Konami Digital Entertainment,0,0,0.01,,,,,"",""
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0.01,65,27,7.8,17,Climax Group,M
NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0.01,85,14,9.1,15,EA Games,E
Monster Rancher Advance 2,GBA,2002,Simulation,Tecmo Koei,0.01,0,0,79,5,9.4,9,"Tecmo, Graphic Research",E
SAW,PC,2009,Action,Konami Digital Entertainment,0,0.02,0,55,6,6,31,Zombie Studios,M
Snowboard Kids 2,N64,1999,Sports,Atlus,0.09,0.02,0,,,,,"",""
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0,0,0,,,,,"",""
Heart of Darkness,PS,1998,Platform,Ocean,0.18,0.12,0.02,,,,,"",""
Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.07,0.02,0,66,17,7.3,10,Blitz Games,E
Little King's Story,Wii,2009,Strategy,Rising Star Games,0.14,0.1,0.02,87,50,8.8,86,Cing,T
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0,0,0,,,,,"",""
Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.05,75,55,7.8,77,Kaos Studios,T
Thief (2014),XOne,2014,Action,Square Enix,0.26,0.15,0.04,,,,,"",""
Smuggler's Run,GBA,2002,Racing,Rebellion,0.01,0,0,41,5,4.3,12,Destination Software,E
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,Action,D3Publisher,0,0,0,,,,,"",""
The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.67,0.79,0.29,,,,,"",""
BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0,0,0,,,,,"",""
Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.23,0.07,0.01,78,37,6.6,19,Midway Studios - Los Angeles,M
Rugrats: Royal Ransom,PS2,2002,Platform,THQ,0.17,0.13,0.04,,,,,Avalanche Software,E
The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,0,0.38,0.08,,,5.6,17,The Sims Studio,T
A.C.E.: Another Century's Episode,PS2,2005,Simulation,Banpresto,0,0,0,,,,,"",""
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0.01,82,18,9,9,EA Sports,E
GunGriffon II,SAT,1998,Simulation,ESP,0,0,0,,,,,"",""
River City Super Sports Challenge,DS,2010,Sports,Arc System Works,0.01,0,0,,,,,Million,T
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0,72,14,8.1,25,Bandai Namco Games,T
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,44,30,4.6,34,Hit Maker,T
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.32,88,75,8.6,869,EA DICE,M
Yoru no Nai Kuni,PSV,2015,Role-Playing,Tecmo Koei,0,0,0,,,,,"",""
1/2 Summer +,PSP,2013,Adventure,Kaga Create,0,0,0,,,,,"",""
Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0,,,,,FUN Labs,T
World Championship Poker,GBA,2004,Misc,Crave Entertainment,0.12,0.05,0,66,5,,,Sensory Sweep,E
NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0.01,79,13,8.7,7,Midway,E
Rugby World Cup 2011,PS3,2011,Sports,505 Games,0,0.24,0.07,50,12,5.6,7,HB Studios Multimedia,E
Dragon Warrior,NES,1986,Role-Playing,Capcom,0.49,0,1.51,,,,,"",""
Monster Force,GBA,2002,Shooter,Universal Interactive,0.03,0.01,0,65,9,,,Digital Eclipse,E
World Stadium 4,PS,2000,Sports,Namco Bandai Games,0,0,0.01,,,,,"",""
Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,0,,,,,"",""
Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0,0,0,,,,,"",""
Pro Yaky? Spirits 6,PS2,2009,Sports,Konami Digital Entertainment,0,0,0,,,,,"",""
Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0.02,52,35,5.2,126,"Cyanide, Cyanide Studios",M
World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0.03,60,17,8.6,5,Coresoft,T
Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0,0,0,,,,,"",""
Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,,,5.8,12,Omega Force,T
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0.01,65,14,7.8,4,Treasure,T
Mousetrap / Operation / Simon,GBA,2005,Misc,DSI Games,0.12,0.04,0,,,,,"",""
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0,72,8,7,5,RFX Interactive,T
Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0,0,0,,,,,"",""
The BIGS 2,Wii,2009,Sports,Take-Two Interactive,0.26,0.01,0.02,68,5,8.5,6,Blue Castle Games,E10+
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005,Misc,505 Games,0.07,0,0,,,,,"",""
Arctic Thunder,XB,2001,Racing,Midway Games,0.09,0.02,0,57,17,,,Inland Productions,T
Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.06,0.02,0.01,73,11,7.5,12,Gulti,E10+
Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0,,,,,"",""
Assassin's Creed III,WiiU,2012,Action,Ubisoft,0.19,0.13,0.03,85,26,7.1,216,Ubisoft Quebec,M
